x	RungeKutta4	SoluciónExacta	Error
-0.18	-0.625241	-0.625241	1.64568e-10
-0.17	-0.641197	-0.641197	1.68051e-10
-0.16	-0.657356	-0.657356	1.71576e-10
-0.15	-0.673716	-0.673716	1.75142e-10
-0.14	-0.690277	-0.690277	1.78751e-10
-0.13	-0.70704	-0.70704	1.82402e-10
-0.12	-0.724003	-0.724003	1.86096e-10
-0.11	-0.741165	-0.741165	1.89832e-10
-0.1	-0.758528	-0.758528	1.93612e-10
-0.09	-0.77609	-0.77609	1.97435e-10
-0.08	-0.79385	-0.79385	2.01301e-10
-0.07	-0.811809	-0.811809	2.05212e-10
-0.06	-0.829965	-0.829965	2.09167e-10
-0.05	-0.848319	-0.848319	2.13167e-10
-0.04	-0.86687	-0.86687	2.17211e-10
-0.03	-0.885617	-0.885617	2.21302e-10
-0.02	-0.90456	-0.90456	2.25437e-10
-0.01	-0.923698	-0.923698	2.29619e-10
7.5287e-16	-0.943031	-0.943031	2.33846e-10
0.01	-0.962558	-0.962558	2.38121e-10
0.02	-0.98228	-0.98228	2.42443e-10
0.03	-1.00219	-1.00219	2.46811e-10
0.04	-1.0223	-1.0223	2.51228e-10
0.05	-1.0426	-1.0426	2.55692e-10
0.06	-1.06309	-1.06309	2.60205e-10
0.07	-1.08377	-1.08377	2.64767e-10
0.08	-1.10465	-1.10465	2.69379e-10
0.09	-1.12571	-1.12571	2.74039e-10
0.1	-1.14696	-1.14696	2.7875e-10
0.11	-1.1684	-1.1684	2.83511e-10
0.12	-1.19003	-1.19003	2.88323e-10
0.13	-1.21185	-1.21185	2.93186e-10
0.14	-1.23385	-1.23385	2.98101e-10
0.15	-1.25604	-1.25604	3.03068e-10
0.16	-1.27842	-1.27842	3.08088e-10
0.17	-1.30098	-1.30098	3.13161e-10
0.18	-1.32373	-1.32373	3.18287e-10
0.19	-1.34666	-1.34666	3.23467e-10
0.2	-1.36978	-1.36978	3.28702e-10
0.21	-1.39308	-1.39308	3.33992e-10
0.22	-1.41656	-1.41656	3.39337e-10
0.23	-1.44023	-1.44023	3.44738e-10
0.24	-1.46408	-1.46408	3.50195e-10
0.25	-1.4881	-1.4881	3.5571e-10
0.26	-1.51232	-1.51232	3.61282e-10
0.27	-1.53671	-1.53671	3.66912e-10
0.28	-1.56128	-1.56128	3.72601e-10
0.29	-1.58603	-1.58603	3.78349e-10
0.3	-1.61096	-1.61096	3.84156e-10
0.31	-1.63607	-1.63607	3.90024e-10
0.32	-1.66135	-1.66135	3.95953e-10
0.33	-1.68682	-1.68682	4.01944e-10
0.34	-1.71246	-1.71246	4.07996e-10
0.35	-1.73828	-1.73828	4.14112e-10
0.36	-1.76428	-1.76428	4.2029e-10
0.37	-1.79046	-1.79046	4.26533e-10
0.38	-1.81681	-1.81681	4.32841e-10
0.39	-1.84333	-1.84333	4.39214e-10
0.4	-1.87004	-1.87004	4.45653e-10
0.41	-1.89691	-1.89691	4.52158e-10
0.42	-1.92397	-1.92397	4.58732e-10
0.43	-1.9512	-1.9512	4.65372e-10
0.44	-1.9786	-1.9786	4.72083e-10
0.45	-2.00618	-2.00618	4.78863e-10
0.46	-2.03393	-2.03393	4.85713e-10
0.47	-2.06186	-2.06186	4.92634e-10
0.48	-2.08996	-2.08996	4.99628e-10
0.49	-2.11824	-2.11824	5.06694e-10
0.5	-2.14669	-2.14669	5.13833e-10
0.51	-2.17531	-2.17531	5.21048e-10
0.52	-2.20411	-2.20411	5.28336e-10
0.53	-2.23309	-2.23309	5.35701e-10
0.54	-2.26224	-2.26224	5.43142e-10
0.55	-2.29156	-2.29156	5.50663e-10
0.56	-2.32106	-2.32106	5.5826e-10
0.57	-2.35073	-2.35073	5.65938e-10
0.58	-2.38058	-2.38058	5.73695e-10
0.59	-2.4106	-2.4106	5.81536e-10
0.6	-2.4408	-2.4408	5.89456e-10
0.61	-2.47117	-2.47117	5.97462e-10
0.62	-2.50172	-2.50172	6.0555e-10
0.63	-2.53245	-2.53245	6.13725e-10
0.64	-2.56335	-2.56335	6.21986e-10
0.65	-2.59443	-2.59443	6.30334e-10
0.66	-2.62569	-2.62569	6.38769e-10
0.67	-2.65713	-2.65713	6.47296e-10
0.68	-2.68874	-2.68874	6.5591e-10
0.69	-2.72054	-2.72054	6.64618e-10
0.7	-2.75251	-2.75251	6.73417e-10
0.71	-2.78467	-2.78467	6.82311e-10
0.72	-2.817	-2.817	6.91299e-10
0.73	-2.84952	-2.84952	7.00384e-10
0.74	-2.88222	-2.88222	7.09564e-10
0.75	-2.91511	-2.91511	7.18845e-10
0.76	-2.94818	-2.94818	7.28223e-10
0.77	-2.98144	-2.98144	7.37704e-10
0.78	-3.01488	-3.01488	7.47286e-10
0.79	-3.04851	-3.04851	7.56971e-10
0.8	-3.08233	-3.08233	7.66761e-10
0.81	-3.11634	-3.11634	7.76657e-10
0.82	-3.15053	-3.15053	7.86659e-10
0.83	-3.18493	-3.18493	7.96771e-10
0.84	-3.21951	-3.21951	8.06991e-10
0.85	-3.25429	-3.25429	8.17324e-10
0.86	-3.28927	-3.28927	8.27769e-10
0.87	-3.32444	-3.32444	8.38328e-10
0.88	-3.35981	-3.35981	8.49001e-10
0.89	-3.39538	-3.39538	8.59794e-10
0.9	-3.43116	-3.43116	8.70703e-10
0.91	-3.46714	-3.46714	8.81733e-10
0.92	-3.50332	-3.50332	8.92884e-10
0.93	-3.53971	-3.53971	9.04158e-10
0.94	-3.57631	-3.57631	9.15556e-10
0.95	-3.61312	-3.61312	9.27082e-10
0.96	-3.65014	-3.65014	9.38733e-10
0.97	-3.68738	-3.68738	9.50515e-10
0.98	-3.72483	-3.72483	9.62427e-10
0.99	-3.7625	-3.7625	9.74473e-10
1	-3.8004	-3.8004	9.86652e-10
1.01	-3.83851	-3.83851	9.98968e-10
1.02	-3.87685	-3.87685	1.01142e-09
1.03	-3.91542	-3.91542	1.02401e-09
1.04	-3.95422	-3.95422	1.03675e-09
1.05	-3.99325	-3.99325	1.04963e-09
1.06	-4.03252	-4.03252	1.06265e-09
1.07	-4.07202	-4.07202	1.07582e-09
1.08	-4.11176	-4.11176	1.08914e-09
1.09	-4.15175	-4.15175	1.10261e-09
1.1	-4.19198	-4.19198	1.11623e-09
1.11	-4.23246	-4.23246	1.13e-09
1.12	-4.27319	-4.27319	1.14394e-09
1.13	-4.31418	-4.31418	1.15803e-09
1.14	-4.35542	-4.35542	1.17228e-09
1.15	-4.39693	-4.39693	1.1867e-09
1.16	-4.43869	-4.43869	1.20128e-09
1.17	-4.48073	-4.48073	1.21603e-09
1.18	-4.52303	-4.52303	1.23094e-09
1.19	-4.56561	-4.56561	1.24603e-09
1.2	-4.60846	-4.60846	1.26129e-09
1.21	-4.6516	-4.6516	1.27673e-09
1.22	-4.69502	-4.69502	1.29234e-09
1.23	-4.73873	-4.73873	1.30814e-09
1.24	-4.78272	-4.78272	1.32412e-09
1.25	-4.82702	-4.82702	1.34028e-09
1.26	-4.87161	-4.87161	1.35663e-09
1.27	-4.91651	-4.91651	1.37317e-09
1.28	-4.96171	-4.96171	1.3899e-09
1.29	-5.00723	-5.00723	1.40683e-09
1.3	-5.05306	-5.05306	1.42396e-09
1.31	-5.09921	-5.09921	1.44128e-09
1.32	-5.14569	-5.14569	1.45881e-09
1.33	-5.19249	-5.19249	1.47654e-09
1.34	-5.23963	-5.23963	1.49448e-09
1.35	-5.28711	-5.28711	1.51263e-09
1.36	-5.33492	-5.33492	1.53099e-09
1.37	-5.38309	-5.38309	1.54957e-09
1.38	-5.43161	-5.43161	1.56836e-09
1.39	-5.48048	-5.48048	1.58738e-09
1.4	-5.52972	-5.52972	1.60663e-09
1.41	-5.57932	-5.57932	1.6261e-09
1.42	-5.6293	-5.6293	1.64579e-09
1.43	-5.67965	-5.67965	1.66572e-09
1.44	-5.73039	-5.73039	1.68589e-09
1.45	-5.78151	-5.78151	1.7063e-09
1.46	-5.83303	-5.83303	1.72695e-09
1.47	-5.88495	-5.88495	1.74784e-09
1.48	-5.93727	-5.93727	1.76898e-09
1.49	-5.99001	-5.99001	1.79038e-09
1.5	-6.04316	-6.04316	1.81202e-09
1.51	-6.09673	-6.09673	1.83393e-09
1.52	-6.15073	-6.15073	1.85609e-09
1.53	-6.20517	-6.20517	1.87853e-09
1.54	-6.26004	-6.26004	1.90122e-09
1.55	-6.31537	-6.31537	1.92419e-09
1.56	-6.37114	-6.37114	1.94744e-09
1.57	-6.42738	-6.42738	1.97096e-09
1.58	-6.48408	-6.48408	1.99476e-09
1.59	-6.54126	-6.54126	2.01885e-09
1.6	-6.59892	-6.59892	2.04323e-09
1.61	-6.65706	-6.65706	2.0679e-09
1.62	-6.7157	-6.7157	2.09286e-09
1.63	-6.77484	-6.77484	2.11812e-09
1.64	-6.83448	-6.83448	2.14369e-09
1.65	-6.89464	-6.89464	2.16957e-09
1.66	-6.95532	-6.95532	2.19575e-09
1.67	-7.01654	-7.01654	2.22225e-09
1.68	-7.07829	-7.07829	2.24907e-09
1.69	-7.14058	-7.14058	2.27622e-09
1.7	-7.20342	-7.20342	2.30369e-09
1.71	-7.26683	-7.26683	2.33149e-09
1.72	-7.3308	-7.3308	2.35963e-09
1.73	-7.39535	-7.39535	2.3881e-09
1.74	-7.46048	-7.46048	2.41692e-09
1.75	-7.52621	-7.52621	2.44609e-09
1.76	-7.59253	-7.59253	2.47561e-09
1.77	-7.65947	-7.65947	2.50549e-09
1.78	-7.72702	-7.72702	2.53572e-09
1.79	-7.79519	-7.79519	2.56632e-09
1.8	-7.864	-7.864	2.5973e-09
1.81	-7.93345	-7.93345	2.62865e-09
1.82	-8.00356	-8.00356	2.66037e-09
1.83	-8.07432	-8.07432	2.69248e-09
1.84	-8.14576	-8.14576	2.72498e-09
1.85	-8.21787	-8.21787	2.75788e-09
1.86	-8.29067	-8.29067	2.79117e-09
1.87	-8.36417	-8.36417	2.82486e-09
1.88	-8.43837	-8.43837	2.85896e-09
1.89	-8.51329	-8.51329	2.89348e-09
1.9	-8.58894	-8.58894	2.92841e-09
1.91	-8.66532	-8.66532	2.96376e-09
1.92	-8.74245	-8.74245	2.99955e-09
1.93	-8.82033	-8.82033	3.03577e-09
1.94	-8.89898	-8.89898	3.07243e-09
1.95	-8.9784	-8.9784	3.10953e-09
1.96	-9.05861	-9.05861	3.14708e-09
1.97	-9.13962	-9.13962	3.18509e-09
1.98	-9.22143	-9.22143	3.22355e-09
1.99	-9.30406	-9.30406	3.26249e-09
2	-9.38752	-9.38752	3.3019e-09
2.01	-9.47181	-9.47181	3.34178e-09
2.02	-9.55696	-9.55696	3.38214e-09
2.03	-9.64297	-9.64297	3.423e-09
2.04	-9.72984	-9.72984	3.46435e-09
2.05	-9.81761	-9.81761	3.5062e-09
2.06	-9.90626	-9.90626	3.54856e-09
2.07	-9.99582	-9.99582	3.59143e-09
2.08	-10.0863	-10.0863	3.63482e-09
2.09	-10.1777	-10.1777	3.67873e-09
2.1	-10.2701	-10.2701	3.72319e-09
2.11	-10.3634	-10.3634	3.76817e-09
2.12	-10.4576	-10.4576	3.8137e-09
2.13	-10.5529	-10.5529	3.85979e-09
2.14	-10.6491	-10.6491	3.90643e-09
2.15	-10.7463	-10.7463	3.95363e-09
2.16	-10.8446	-10.8446	4.00141e-09
2.17	-10.9439	-10.9439	4.04977e-09
2.18	-11.0442	-11.0442	4.09871e-09
2.19	-11.1455	-11.1455	4.14824e-09
2.2	-11.248	-11.248	4.19837e-09
2.21	-11.3515	-11.3515	4.24911e-09
2.22	-11.4561	-11.4561	4.30046e-09
2.23	-11.5618	-11.5618	4.35243e-09
2.24	-11.6686	-11.6686	4.40503e-09
2.25	-11.7766	-11.7766	4.45827e-09
2.26	-11.8857	-11.8857	4.51215e-09
2.27	-11.9959	-11.9959	4.56668e-09
2.28	-12.1074	-12.1074	4.62187e-09
2.29	-12.22	-12.22	4.67772e-09
2.3	-12.3338	-12.3338	4.73425e-09
2.31	-12.4489	-12.4489	4.79146e-09
2.32	-12.5651	-12.5651	4.84936e-09
2.33	-12.6826	-12.6826	4.90796e-09
2.34	-12.8014	-12.8014	4.96727e-09
2.35	-12.9215	-12.9215	5.02729e-09
2.36	-13.0428	-13.0428	5.08803e-09
2.37	-13.1654	-13.1654	5.1495e-09
2.38	-13.2894	-13.2894	5.21172e-09
2.39	-13.4147	-13.4147	5.27468e-09
2.4	-13.5413	-13.5413	5.3384e-09
2.41	-13.6693	-13.6693	5.40289e-09
2.42	-13.7987	-13.7987	5.46815e-09
2.43	-13.9295	-13.9295	5.53419e-09
2.44	-14.0617	-14.0617	5.60104e-09
2.45	-14.1953	-14.1953	5.66868e-09
2.46	-14.3304	-14.3304	5.73713e-09
2.47	-14.467	-14.467	5.80641e-09
2.48	-14.605	-14.605	5.87652e-09
2.49	-14.7445	-14.7445	5.94746e-09
2.5	-14.8855	-14.8855	6.01926e-09
2.51	-15.0281	-15.0281	6.09192e-09
2.52	-15.1722	-15.1722	6.16545e-09
2.53	-15.3178	-15.3178	6.23986e-09
2.54	-15.4651	-15.4651	6.31516e-09
2.55	-15.6139	-15.6139	6.39136e-09
2.56	-15.7644	-15.7644	6.46848e-09
2.57	-15.9164	-15.9164	6.54651e-09
2.58	-16.0702	-16.0702	6.62548e-09
2.59	-16.2256	-16.2256	6.70539e-09
2.6	-16.3827	-16.3827	6.78626e-09
2.61	-16.5415	-16.5415	6.86809e-09
2.62	-16.702	-16.702	6.9509e-09
2.63	-16.8643	-16.8643	7.03469e-09
2.64	-17.0283	-17.0283	7.11949e-09
2.65	-17.1942	-17.1942	7.20529e-09
2.66	-17.3618	-17.3618	7.29212e-09
2.67	-17.5312	-17.5312	7.37998e-09
2.68	-17.7025	-17.7025	7.46889e-09
2.69	-17.8756	-17.8756	7.55885e-09
2.7	-18.0507	-18.0507	7.64989e-09
2.71	-18.2276	-18.2276	7.742e-09
2.72	-18.4064	-18.4064	7.83522e-09
2.73	-18.5872	-18.5872	7.92954e-09
2.74	-18.7699	-18.7699	8.02498e-09
2.75	-18.9547	-18.9547	8.12155e-09
2.76	-19.1414	-19.1414	8.21927e-09
2.77	-19.3301	-19.3301	8.31815e-09
2.78	-19.5209	-19.5209	8.4182e-09
2.79	-19.7138	-19.7138	8.51944e-09
2.8	-19.9087	-19.9087	8.62188e-09
2.81	-20.1058	-20.1058	8.72553e-09
2.82	-20.305	-20.305	8.8304e-09
2.83	-20.5063	-20.5063	8.93652e-09
2.84	-20.7098	-20.7098	9.04389e-09
2.85	-20.9155	-20.9155	9.15254e-09
2.86	-21.1235	-21.1235	9.26246e-09
2.87	-21.3337	-21.3337	9.37368e-09
2.88	-21.5461	-21.5461	9.48622e-09
2.89	-21.7608	-21.7608	9.60009e-09
2.9	-21.9779	-21.9779	9.71529e-09
2.91	-22.1973	-22.1973	9.83185e-09
2.92	-22.419	-22.419	9.9498e-09
2.93	-22.6432	-22.6432	1.00691e-08
2.94	-22.8697	-22.8697	1.01899e-08
2.95	-23.0987	-23.0987	1.0312e-08
2.96	-23.3301	-23.3301	1.04356e-08
2.97	-23.564	-23.564	1.05607e-08
2.98	-23.8005	-23.8005	1.06872e-08
2.99	-24.0394	-24.0394	1.08152e-08
3	-24.2809	-24.2809	1.09447e-08
3.01	-24.5251	-24.5251	1.10757e-08
3.02	-24.7718	-24.7718	1.12083e-08
3.03	-25.0211	-25.0211	1.13424e-08
3.04	-25.2731	-25.2731	1.14781e-08
3.05	-25.5279	-25.5279	1.16154e-08
3.06	-25.7853	-25.7853	1.17543e-08
3.07	-26.0454	-26.0454	1.18948e-08
3.08	-26.3084	-26.3084	1.2037e-08
3.09	-26.5741	-26.5741	1.21808e-08
3.1	-26.8427	-26.8427	1.23264e-08
3.11	-27.1141	-27.1141	1.24736e-08
3.12	-27.3884	-27.3884	1.26225e-08
3.13	-27.6657	-27.6657	1.27732e-08
3.14	-27.9458	-27.9458	1.29257e-08
3.15	-28.2289	-28.2289	1.30799e-08
3.16	-28.5151	-28.5151	1.32359e-08
3.17	-28.8042	-28.8042	1.33938e-08
3.18	-29.0964	-29.0964	1.35535e-08
3.19	-29.3917	-29.3917	1.3715e-08
3.2	-29.6902	-29.6902	1.38785e-08
3.21	-29.9917	-29.9917	1.40438e-08
3.22	-30.2965	-30.2965	1.42111e-08
3.23	-30.6045	-30.6045	1.43803e-08
3.24	-30.9157	-30.9157	1.45515e-08
3.25	-31.2301	-31.2301	1.47247e-08
3.26	-31.5479	-31.5479	1.48999e-08
3.27	-31.8691	-31.8691	1.50771e-08
3.28	-32.1935	-32.1935	1.52564e-08
3.29	-32.5214	-32.5214	1.54378e-08
3.3	-32.8528	-32.8528	1.56213e-08
3.31	-33.1876	-33.1876	1.58069e-08
3.32	-33.5259	-33.5259	1.59946e-08
3.33	-33.8678	-33.8678	1.61846e-08
3.34	-34.2132	-34.2132	1.63767e-08
3.35	-34.5622	-34.5622	1.65711e-08
3.36	-34.9149	-34.9149	1.67678e-08
3.37	-35.2712	-35.2712	1.69667e-08
3.38	-35.6313	-35.6313	1.71679e-08
3.39	-35.9951	-35.9951	1.73715e-08
3.4	-36.3627	-36.3627	1.75774e-08
3.41	-36.7341	-36.7341	1.77857e-08
3.42	-37.1094	-37.1094	1.79964e-08
3.43	-37.4886	-37.4886	1.82095e-08
3.44	-37.8717	-37.8717	1.84251e-08
3.45	-38.2588	-38.2588	1.86432e-08
3.46	-38.6499	-38.6499	1.88638e-08
3.47	-39.045	-39.045	1.9087e-08
3.48	-39.4443	-39.4443	1.93128e-08
3.49	-39.8476	-39.8476	1.95411e-08
3.5	-40.2552	-40.2552	1.97721e-08
3.51	-40.6669	-40.6669	2.00058e-08
3.52	-41.0829	-41.0829	2.02421e-08
3.53	-41.5031	-41.5031	2.04812e-08
3.54	-41.9277	-41.9277	2.0723e-08
3.55	-42.3567	-42.3567	2.09677e-08
3.56	-42.7901	-42.7901	2.12151e-08
3.57	-43.2279	-43.2279	2.14654e-08
3.58	-43.6703	-43.6703	2.17186e-08
3.59	-44.1172	-44.1172	2.19747e-08
3.6	-44.5686	-44.5686	2.22337e-08
3.61	-45.0247	-45.0247	2.24957e-08
3.62	-45.4855	-45.4855	2.27607e-08
3.63	-45.951	-45.951	2.30288e-08
3.64	-46.4212	-46.4212	2.33e-08
3.65	-46.8963	-46.8963	2.35743e-08
3.66	-47.3762	-47.3762	2.38517e-08
3.67	-47.8611	-47.8611	2.41323e-08
3.68	-48.3508	-48.3509	2.44162e-08
3.69	-48.8456	-48.8456	2.47033e-08
3.7	-49.3455	-49.3455	2.49937e-08
3.71	-49.8504	-49.8504	2.52874e-08
3.72	-50.3604	-50.3604	2.55845e-08
3.73	-50.8757	-50.8757	2.5885e-08
3.74	-51.3962	-51.3962	2.6189e-08
3.75	-51.922	-51.922	2.64964e-08
3.76	-52.4531	-52.4531	2.68074e-08
3.77	-52.9897	-52.9897	2.71219e-08
3.78	-53.5317	-53.5317	2.74401e-08
3.79	-54.0791	-54.0791	2.77619e-08
3.8	-54.6322	-54.6322	2.80873e-08
3.81	-55.1908	-55.1908	2.84165e-08
3.82	-55.7551	-55.7551	2.87495e-08
3.83	-56.3251	-56.3251	2.90863e-08
3.84	-56.9009	-56.9009	2.94269e-08
3.85	-57.4826	-57.4826	2.97714e-08
3.86	-58.0701	-58.0701	3.01199e-08
3.87	-58.6635	-58.6635	3.04723e-08
3.88	-59.2629	-59.2629	3.08288e-08
3.89	-59.8684	-59.8684	3.11893e-08
3.9	-60.48	-60.48	3.1554e-08
3.91	-61.0978	-61.0978	3.19228e-08
3.92	-61.7218	-61.7218	3.22959e-08
3.93	-62.3521	-62.3521	3.26732e-08
3.94	-62.9887	-62.9887	3.30548e-08
3.95	-63.6318	-63.6318	3.34408e-08
3.96	-64.2813	-64.2813	3.38312e-08
3.97	-64.9374	-64.9374	3.4226e-08
3.98	-65.6001	-65.6001	3.46254e-08
3.99	-66.2694	-66.2694	3.50292e-08
4	-66.9455	-66.9455	3.54378e-08
4.01	-67.6283	-67.6283	3.5851e-08
4.02	-68.3181	-68.3181	3.62688e-08
4.03	-69.0147	-69.0147	3.66915e-08
4.04	-69.7184	-69.7184	3.71189e-08
4.05	-70.4291	-70.4291	3.75512e-08
4.06	-71.1469	-71.1469	3.79885e-08
4.07	-71.8719	-71.8719	3.84307e-08
4.08	-72.6042	-72.6042	3.8878e-08
4.09	-73.3439	-73.3439	3.93303e-08
4.1	-74.091	-74.091	3.97878e-08
4.11	-74.8455	-74.8455	4.02505e-08
4.12	-75.6076	-75.6076	4.07185e-08
4.13	-76.3773	-76.3773	4.11918e-08
4.14	-77.1547	-77.1547	4.16704e-08
4.15	-77.94	-77.94	4.21546e-08
4.16	-78.733	-78.733	4.26442e-08
4.17	-79.534	-79.534	4.31394e-08
4.18	-80.343	-80.343	4.36402e-08
4.19	-81.1601	-81.1601	4.41467e-08
4.2	-81.9854	-81.9854	4.4659e-08
4.21	-82.8189	-82.8189	4.51771e-08
4.22	-83.6607	-83.6607	4.57011e-08
4.23	-84.5109	-84.5109	4.6231e-08
4.24	-85.3696	-85.3696	4.67669e-08
4.25	-86.2369	-86.2369	4.7309e-08
4.26	-87.1129	-87.1129	4.78572e-08
4.27	-87.9976	-87.9976	4.84116e-08
4.28	-88.8911	-88.8911	4.89723e-08
4.29	-89.7935	-89.7935	4.95393e-08
4.3	-90.705	-90.705	5.01128e-08
4.31	-91.6255	-91.6255	5.06928e-08
4.32	-92.5552	-92.5552	5.12794e-08
4.33	-93.4941	-93.4941	5.18726e-08
4.34	-94.4425	-94.4425	5.24726e-08
4.35	-95.4002	-95.4002	5.30793e-08
4.36	-96.3675	-96.3675	5.3693e-08
4.37	-97.3445	-97.3445	5.43135e-08
4.38	-98.3312	-98.3312	5.49412e-08
4.39	-99.3277	-99.3277	5.55759e-08
4.4	-100.334	-100.334	5.62178e-08
4.41	-101.351	-101.351	5.6867e-08
4.42	-102.377	-102.377	5.75236e-08
4.43	-103.414	-103.414	5.81876e-08
4.44	-104.461	-104.461	5.88591e-08
4.45	-105.519	-105.519	5.95382e-08
4.46	-106.587	-106.587	6.02249e-08
4.47	-107.665	-107.665	6.09195e-08
4.48	-108.755	-108.755	6.16219e-08
4.49	-109.855	-109.855	6.23323e-08
4.5	-110.966	-110.966	6.30507e-08
4.51	-112.089	-112.089	6.37772e-08
4.52	-113.222	-113.222	6.4512e-08
4.53	-114.367	-114.367	6.52551e-08
4.54	-115.523	-115.523	6.60065e-08
4.55	-116.691	-116.691	6.67665e-08
4.56	-117.87	-117.87	6.7535e-08
4.57	-119.061	-119.061	6.83122e-08
4.58	-120.263	-120.263	6.90983e-08
4.59	-121.478	-121.478	6.98931e-08
4.6	-122.705	-122.705	7.0697e-08
4.61	-123.944	-123.944	7.151e-08
4.62	-125.196	-125.196	7.23321e-08
4.63	-126.459	-126.459	7.31636e-08
4.64	-127.736	-127.736	7.40044e-08
4.65	-129.025	-129.025	7.48547e-08
4.66	-130.327	-130.327	7.57146e-08
4.67	-131.642	-131.642	7.65843e-08
4.68	-132.97	-132.97	7.74637e-08
4.69	-134.311	-134.311	7.8353e-08
4.7	-135.665	-135.665	7.92524e-08
4.71	-137.033	-137.033	8.0162e-08
4.72	-138.415	-138.415	8.10818e-08
4.73	-139.81	-139.81	8.2012e-08
4.74	-141.219	-141.219	8.29526e-08
4.75	-142.642	-142.642	8.39039e-08
4.76	-144.08	-144.08	8.48659e-08
4.77	-145.531	-145.531	8.58388e-08
4.78	-146.997	-146.997	8.68226e-08
