x	RungeKutta4	SoluciónExacta	Error
5.68159	0.483926	-18.5979	19.0818
5.69159	0.481215	-18.7027	19.1839
5.70159	0.478559	-18.8065	19.285
5.71159	0.475957	-18.9093	19.3852
5.72159	0.473409	-19.011	19.4845
5.73159	0.470915	-19.1117	19.5827
5.74159	0.468473	-19.2113	19.6798
5.75159	0.466085	-19.3098	19.7759
5.76159	0.463748	-19.4071	19.8708
5.77159	0.461463	-19.5032	19.9646
5.78159	0.459229	-19.598	20.0573
5.79159	0.457047	-19.6916	20.1487
5.80159	0.454915	-19.7839	20.2389
5.81159	0.452832	-19.8749	20.3277
5.82159	0.4508	-19.9645	20.4153
5.83159	0.448817	-20.0527	20.5015
5.84159	0.446883	-20.1395	20.5864
5.85159	0.444997	-20.2249	20.6699
5.86159	0.443159	-20.3087	20.7519
5.87159	0.44137	-20.3911	20.8324
5.88159	0.439628	-20.4719	20.9115
5.89159	0.437933	-20.5511	20.989
5.90159	0.436285	-20.6287	21.065
5.91159	0.434683	-20.7047	21.1394
5.92159	0.433128	-20.7791	21.2122
5.93159	0.431619	-20.8517	21.2834
5.94159	0.430155	-20.9227	21.3528
5.95159	0.428737	-20.9919	21.4206
5.96159	0.427363	-21.0594	21.4867
5.97159	0.426035	-21.125	21.5511
5.98159	0.424751	-21.1889	21.6136
5.99159	0.423511	-21.2509	21.6744
6.00159	0.422316	-21.3111	21.7334
6.01159	0.421164	-21.3693	21.7905
6.02159	0.420056	-21.4257	21.8458
6.03159	0.418991	-21.4802	21.8991
6.04159	0.41797	-21.5326	21.9506
6.05159	0.416991	-21.5832	22.0002
6.06159	0.416056	-21.6317	22.0478
6.07159	0.415163	-21.6783	22.0934
6.08159	0.414312	-21.7228	22.1371
6.09159	0.413503	-21.7652	22.1787
6.10159	0.412737	-21.8057	22.2184
6.11159	0.412012	-21.844	22.256
6.12159	0.41133	-21.8803	22.2916
6.13159	0.410689	-21.9144	22.3251
6.14159	0.410089	-21.9464	22.3565
6.15159	0.409531	-21.9763	22.3859
6.16159	0.409015	-22.0041	22.4131
6.17159	0.408539	-22.0297	22.4383
6.18159	0.408105	-22.0532	22.4613
6.19159	0.407711	-22.0744	22.4822
6.20159	0.407359	-22.0935	22.5009
6.21159	0.407047	-22.1105	22.5175
6.22159	0.406776	-22.1252	22.5319
6.23159	0.406546	-22.1377	22.5442
6.24159	0.406357	-22.148	22.5544
6.25159	0.406209	-22.1561	22.5623
6.26159	0.406101	-22.162	22.5681
6.27159	0.406033	-22.1657	22.5717
6.28159	0.406006	-22.1671	22.5731
6.29159	0.40602	-22.1664	22.5724
6.30159	0.406075	-22.1634	22.5695
6.31159	0.40617	-22.1582	22.5644
6.32159	0.406305	-22.1508	22.5571
6.33159	0.406482	-22.1412	22.5477
6.34159	0.406699	-22.1294	22.5361
6.35159	0.406957	-22.1154	22.5223
6.36159	0.407255	-22.0992	22.5064
6.37159	0.407595	-22.0808	22.4884
6.38159	0.407975	-22.0602	22.4682
6.39159	0.408396	-22.0374	22.4458
6.40159	0.408859	-22.0125	22.4214
6.41159	0.409362	-21.9854	22.3948
6.42159	0.409907	-21.9562	22.3661
6.43159	0.410493	-21.9248	22.3353
6.44159	0.411121	-21.8914	22.3025
6.45159	0.41179	-21.8558	22.2676
6.46159	0.412502	-21.8181	22.2306
6.47159	0.413255	-21.7783	22.1916
6.48159	0.41405	-21.7365	22.1506
6.49159	0.414887	-21.6927	22.1076
6.50159	0.415766	-21.6468	22.0625
6.51159	0.416689	-21.5989	22.0156
6.52159	0.417653	-21.549	21.9666
6.53159	0.418661	-21.4971	21.9158
6.54159	0.419712	-21.4433	21.863
6.55159	0.420806	-21.3875	21.8083
6.56159	0.421944	-21.3298	21.7518
6.57159	0.423126	-21.2703	21.6934
6.58159	0.424351	-21.2088	21.6332
6.59159	0.425621	-21.1456	21.5712
6.60159	0.426935	-21.0805	21.5074
6.61159	0.428294	-21.0136	21.4419
6.62159	0.429698	-20.9449	21.3746
6.63159	0.431147	-20.8745	21.3057
6.64159	0.432642	-20.8024	21.2351
6.65159	0.434183	-20.7286	21.1628
6.66159	0.435769	-20.6531	21.0889
6.67159	0.437403	-20.576	21.0134
6.68159	0.439082	-20.4973	20.9364
6.69159	0.440809	-20.417	20.8578
6.70159	0.442584	-20.3351	20.7777
6.71159	0.444406	-20.2517	20.6962
6.72159	0.446276	-20.1669	20.6132
6.73159	0.448195	-20.0805	20.5287
6.74159	0.450163	-19.9928	20.4429
6.75159	0.452179	-19.9036	20.3558
6.76159	0.454246	-19.8131	20.2673
6.77159	0.456362	-19.7212	20.1776
6.78159	0.458528	-19.628	20.0865
6.79159	0.460746	-19.5336	19.9943
6.80159	0.463014	-19.4378	19.9009
6.81159	0.465334	-19.3409	19.8063
6.82159	0.467706	-19.2428	19.7105
6.83159	0.470131	-19.1436	19.6137
6.84159	0.472608	-19.0432	19.5159
6.85159	0.475139	-18.9418	19.417
6.86159	0.477724	-18.8393	19.3171
6.87159	0.480363	-18.7358	19.2162
6.88159	0.483056	-18.6314	19.1144
6.89159	0.485805	-18.5259	19.0117
6.90159	0.48861	-18.4196	18.9082
6.91159	0.491471	-18.3124	18.8039
6.92159	0.494388	-18.2043	18.6987
6.93159	0.497363	-18.0954	18.5928
6.94159	0.500396	-17.9858	18.4862
6.95159	0.503487	-17.8753	18.3788
6.96159	0.506637	-17.7642	18.2708
6.97159	0.509846	-17.6524	18.1622
6.98159	0.513115	-17.5399	18.053
6.99159	0.516445	-17.4268	17.9433
7.00159	0.519835	-17.3132	17.833
7.01159	0.523288	-17.1989	17.7222
7.02159	0.526802	-17.0842	17.611
7.03159	0.53038	-16.969	17.4993
7.04159	0.534021	-16.8533	17.3873
7.05159	0.537726	-16.7372	17.2749
7.06159	0.541495	-16.6206	17.1621
7.07159	0.54533	-16.5038	17.0491
7.08159	0.549231	-16.3866	16.9358
7.09159	0.553198	-16.269	16.8222
7.10159	0.557232	-16.1513	16.7085
7.11159	0.561334	-16.0332	16.5946
7.12159	0.565505	-15.915	16.4805
7.13159	0.569745	-15.7966	16.3663
7.14159	0.574054	-15.678	16.252
7.15159	0.578434	-15.5593	16.1377
7.16159	0.582885	-15.4404	16.0233
7.17159	0.587407	-15.3216	15.909
7.18159	0.592002	-15.2026	15.7946
7.19159	0.59667	-15.0837	15.6804
7.20159	0.601412	-14.9648	15.5662
7.21159	0.606229	-14.8459	15.4521
7.22159	0.61112	-14.7271	15.3382
7.23159	0.616088	-14.6083	15.2244
7.24159	0.621132	-14.4897	15.1108
7.25159	0.626253	-14.3712	14.9974
7.26159	0.631452	-14.2529	14.8843
7.27159	0.63673	-14.1347	14.7714
7.28159	0.642088	-14.0168	14.6589
7.29159	0.647526	-13.8991	14.5466
7.30159	0.653044	-13.7816	14.4347
7.31159	0.658644	-13.6644	14.3231
7.32159	0.664327	-13.5476	14.2119
7.33159	0.670092	-13.431	14.1011
7.34159	0.675941	-13.3148	13.9907
7.35159	0.681875	-13.1989	13.8808
7.36159	0.687894	-13.0834	13.7713
7.37159	0.693999	-12.9683	13.6623
7.38159	0.70019	-12.8536	13.5538
7.39159	0.706469	-12.7394	13.4459
7.40159	0.712836	-12.6256	13.3385
7.41159	0.719292	-12.5123	13.2316
7.42159	0.725837	-12.3995	13.1253
7.43159	0.732473	-12.2871	13.0196
7.44159	0.739199	-12.1753	12.9145
7.45159	0.746018	-12.0641	12.8101
7.46159	0.752928	-11.9533	12.7063
7.47159	0.759932	-11.8432	12.6031
7.48159	0.767029	-11.7336	12.5006
7.49159	0.774221	-11.6246	12.3988
7.50159	0.781508	-11.5162	12.2977
7.51159	0.788891	-11.4084	12.1973
7.52159	0.796371	-11.3013	12.0976
7.53159	0.803947	-11.1948	11.9987
7.54159	0.811621	-11.0889	11.9005
7.55159	0.819394	-10.9837	11.8031
7.56159	0.827266	-10.8792	11.7065
7.57159	0.835238	-10.7754	11.6106
7.58159	0.843309	-10.6722	11.5155
7.59159	0.851482	-10.5698	11.4213
7.60159	0.859756	-10.4681	11.3278
7.61159	0.868133	-10.3671	11.2352
7.62159	0.876612	-10.2668	11.1434
7.63159	0.885194	-10.1673	11.0525
7.64159	0.89388	-10.0685	10.9623
7.65159	0.90267	-9.97042	10.8731
7.66159	0.911565	-9.87313	10.7847
7.67159	0.920565	-9.77661	10.6972
7.68159	0.929671	-9.68085	10.6105
7.69159	0.938883	-9.58586	10.5247
7.70159	0.948202	-9.49165	10.4399
7.71159	0.957627	-9.39823	10.3559
7.72159	0.96716	-9.30559	10.2728
7.73159	0.976801	-9.21375	10.1905
7.74159	0.98655	-9.1227	10.1092
7.75159	0.996408	-9.03245	10.0289
7.76159	1.00637	-8.94299	9.94937
7.77159	1.01645	-8.85435	9.8708
7.78159	1.02663	-8.76651	9.79314
7.79159	1.03693	-8.67948	9.71641
7.80159	1.04733	-8.59326	9.64059
7.81159	1.05785	-8.50785	9.5657
7.82159	1.06847	-8.42325	9.49173
7.83159	1.0792	-8.33947	9.41868
7.84159	1.09005	-8.25651	9.34656
7.85159	1.101	-8.17436	9.27536
7.86159	1.11207	-8.09302	9.20509
7.87159	1.12324	-8.0125	9.13575
7.88159	1.13453	-7.93279	9.06733
7.89159	1.14593	-7.8539	8.99983
7.90159	1.15743	-7.77583	8.93326
7.91159	1.16905	-7.69856	8.86761
7.92159	1.18078	-7.62211	8.80289
7.93159	1.19261	-7.54647	8.73908
7.94159	1.20456	-7.47164	8.67619
7.95159	1.21661	-7.39761	8.61422
7.96159	1.22877	-7.32439	8.55316
7.97159	1.24104	-7.25197	8.49301
7.98159	1.25342	-7.18035	8.43377
7.99159	1.26591	-7.10953	8.37543
8.00159	1.2785	-7.0395	8.318
8.01159	1.2912	-6.97027	8.26147
8.02159	1.304	-6.90182	8.20583
8.03159	1.31691	-6.83416	8.15108
8.04159	1.32993	-6.76729	8.09722
8.05159	1.34304	-6.70119	8.04424
8.06159	1.35626	-6.63587	7.99214
8.07159	1.36959	-6.57132	7.94091
8.08159	1.38301	-6.50754	7.89055
8.09159	1.39653	-6.44453	7.84106
8.10159	1.41016	-6.38227	7.79243
8.11159	1.42388	-6.32077	7.74465
8.12159	1.43769	-6.26003	7.69772
8.13159	1.45161	-6.20003	7.65164
8.14159	1.46561	-6.14077	7.60639
8.15159	1.47971	-6.08226	7.56197
8.16159	1.49391	-6.02447	7.51838
8.17159	1.50819	-5.96742	7.47561
8.18159	1.52256	-5.91109	7.43365
8.19159	1.53702	-5.85549	7.39251
8.20159	1.55157	-5.80059	7.35216
8.21159	1.56619	-5.74641	7.31261
8.22159	1.58091	-5.69293	7.27384
8.23159	1.5957	-5.64016	7.23586
8.24159	1.61057	-5.58808	7.19865
8.25159	1.62552	-5.53669	7.16221
8.26159	1.64055	-5.48598	7.12653
8.27159	1.65564	-5.43595	7.0916
8.28159	1.67081	-5.3866	7.05741
8.29159	1.68605	-5.33792	7.02397
8.30159	1.70135	-5.2899	6.99126
8.31159	1.71672	-5.24254	6.95927
8.32159	1.73216	-5.19584	6.92799
8.33159	1.74765	-5.14978	6.89743
8.34159	1.7632	-5.10437	6.86756
8.35159	1.7788	-5.05959	6.83839
8.36159	1.79446	-5.01544	6.8099
8.37159	1.81016	-4.97193	6.78209
8.38159	1.82592	-4.92903	6.75495
8.39159	1.84172	-4.88675	6.72846
8.40159	1.85755	-4.84508	6.70263
8.41159	1.87343	-4.80402	6.67745
8.42159	1.88935	-4.76355	6.6529
8.43159	1.90529	-4.72368	6.62898
8.44159	1.92127	-4.6844	6.60567
8.45159	1.93727	-4.64571	6.58298
8.46159	1.9533	-4.60759	6.56089
8.47159	1.96934	-4.57005	6.53939
8.48159	1.98541	-4.53307	6.51848
8.49159	2.00148	-4.49666	6.49815
8.50159	2.01757	-4.46081	6.47838
8.51159	2.03367	-4.42551	6.45917
8.52159	2.04976	-4.39075	6.44052
8.53159	2.06586	-4.35654	6.4224
8.54159	2.08195	-4.32287	6.40482
8.55159	2.09803	-4.28973	6.38776
8.56159	2.11411	-4.25712	6.37122
8.57159	2.13016	-4.22503	6.35519
8.58159	2.1462	-4.19346	6.33966
8.59159	2.16222	-4.1624	6.32461
8.60159	2.1782	-4.13184	6.31005
8.61159	2.19416	-4.1018	6.29596
8.62159	2.21008	-4.07225	6.28233
8.63159	2.22597	-4.04319	6.26915
8.64159	2.24181	-4.01462	6.25643
8.65159	2.2576	-3.98654	6.24414
8.66159	2.27334	-3.95893	6.23227
8.67159	2.28902	-3.93181	6.22083
8.68159	2.30465	-3.90515	6.2098
8.69159	2.32021	-3.87896	6.19917
8.70159	2.3357	-3.85323	6.18893
8.71159	2.35112	-3.82796	6.17908
8.72159	2.36647	-3.80314	6.1696
8.73159	2.38173	-3.77877	6.1605
8.74159	2.3969	-3.75484	6.15175
8.75159	2.41199	-3.73136	6.14335
8.76159	2.42698	-3.70831	6.13529
8.77159	2.44187	-3.6857	6.12757
8.78159	2.45666	-3.66352	6.12017
8.79159	2.47134	-3.64176	6.11309
8.80159	2.4859	-3.62042	6.10632
8.81159	2.50035	-3.5995	6.09985
8.82159	2.51468	-3.57899	6.09367
8.83159	2.52888	-3.55889	6.08777
8.84159	2.54295	-3.5392	6.08215
8.85159	2.55689	-3.51991	6.07679
8.86159	2.57068	-3.50102	6.0717
8.87159	2.58433	-3.48252	6.06686
8.88159	2.59784	-3.46442	6.06226
8.89159	2.61119	-3.44671	6.0579
8.90159	2.62438	-3.42938	6.05376
8.91159	2.63741	-3.41244	6.04985
8.92159	2.65027	-3.39588	6.04615
8.93159	2.66297	-3.37969	6.04266
8.94159	2.67549	-3.36387	6.03936
8.95159	2.68783	-3.34843	6.03626
8.96159	2.69998	-3.33335	6.03334
8.97159	2.71195	-3.31864	6.03059
8.98159	2.72373	-3.30429	6.02802
8.99159	2.73531	-3.2903	6.02561
9.00159	2.74669	-3.27667	6.02336
9.01159	2.75787	-3.26339	6.02126
9.02159	2.76884	-3.25046	6.0193
9.03159	2.7796	-3.23788	6.01748
9.04159	2.79014	-3.22565	6.01579
9.05159	2.80046	-3.21376	6.01422
9.06159	2.81056	-3.20221	6.01277
9.07159	2.82043	-3.19101	6.01143
9.08159	2.83007	-3.18014	6.0102
9.09159	2.83947	-3.16961	6.00908
9.10159	2.84864	-3.15941	6.00804
9.11159	2.85756	-3.14954	6.0071
9.12159	2.86624	-3.14	6.00624
9.13159	2.87468	-3.13079	6.00546
9.14159	2.88286	-3.1219	6.00476
9.15159	2.89079	-3.11334	6.00413
9.16159	2.89846	-3.1051	6.00356
9.17159	2.90587	-3.09718	6.00305
9.18159	2.91301	-3.08958	6.0026
9.19159	2.91989	-3.0823	6.0022
9.20159	2.92651	-3.07534	6.00185
9.21159	2.93285	-3.06869	6.00154
9.22159	2.93892	-3.06235	6.00127
9.23159	2.94471	-3.05633	6.00104
9.24159	2.95022	-3.05062	6.00084
9.25159	2.95546	-3.04522	6.00067
9.26159	2.96041	-3.04012	6.00053
9.27159	2.96507	-3.03534	6.00041
9.28159	2.96946	-3.03086	6.00031
9.29159	2.97355	-3.02669	6.00024
9.30159	2.97735	-3.02282	6.00017
9.31159	2.98087	-3.01926	6.00012
9.32159	2.98409	-3.016	6.00008
9.33159	2.98701	-3.01304	6.00006
9.34159	2.98964	-3.01039	6.00004
9.35159	2.99198	-3.00804	6.00002
9.36159	2.99402	-3.00599	6.00001
9.37159	2.99576	-3.00425	6.00001
9.38159	2.9972	-3.0028	6
9.39159	2.99835	-3.00165	6
9.40159	2.99919	-3.00081	6
9.41159	2.99974	-3.00026	6
9.42159	2.99998	-3.00002	6
9.43159	2.99993	-3.00007	6
9.44159	2.99958	-3.00042	6
9.45159	2.99892	-3.00108	6
9.46159	2.99797	-3.00203	6
9.47159	2.99672	-3.00329	6
9.48159	2.99516	-3.00484	6.00001
9.49159	2.99331	-3.0067	6.00001
9.50159	2.99117	-3.00886	6.00003
9.51159	2.98872	-3.01132	6.00004
9.52159	2.98598	-3.01408	6.00007
9.53159	2.98295	-3.01715	6.0001
9.54159	2.97962	-3.02051	6.00014
9.55159	2.97601	-3.02419	6.00019
9.56159	2.9721	-3.02816	6.00026
9.57159	2.9679	-3.03245	6.00035
9.58159	2.96341	-3.03704	6.00045
9.59159	2.95864	-3.04193	6.00058
9.60159	2.95359	-3.04714	6.00073
9.61159	2.94825	-3.05265	6.00091
9.62159	2.94264	-3.05848	6.00112
9.63159	2.93675	-3.06462	6.00136
9.64159	2.93058	-3.07107	6.00164
9.65159	2.92414	-3.07783	6.00197
9.66159	2.91743	-3.08491	6.00234
9.67159	2.91045	-3.0923	6.00276
9.68159	2.90321	-3.10002	6.00323
9.69159	2.8957	-3.10805	6.00376
9.70159	2.88794	-3.11641	6.00435
9.71159	2.87992	-3.12509	6.00501
9.72159	2.87165	-3.13409	6.00574
9.73159	2.86312	-3.14342	6.00654
9.74159	2.85435	-3.15308	6.00743
9.75159	2.84534	-3.16307	6.00841
9.76159	2.83609	-3.17339	6.00947
9.77159	2.82659	-3.18404	6.01064
9.78159	2.81687	-3.19503	6.01191
9.79159	2.80692	-3.20636	6.01328
9.80159	2.79674	-3.21803	6.01477
9.81159	2.78634	-3.23005	6.01638
9.82159	2.77572	-3.2424	6.01812
