1 -0 0.97
2 0.969892 1.93968
3 1.93914 2.90839
4 2.9071 3.87549
5 3.87313 4.84034
6 4.8366 5.80231
7 5.79688 6.76076
8 6.75336 7.71509
9 7.70541 8.66468
10 8.65245 9.60894
11 9.59388 10.5473
12 10.5291 11.4791
13 11.4577 12.404
14 12.3789 13.3212
15 13.2924 14.2304
16 14.1976 15.1309
17 15.0941 16.0224
18 15.9812 16.9044
19 16.8588 17.7765
20 17.7262 18.6381
21 18.5832 19.489
22 19.4293 20.3288
23 20.2642 21.1571
24 21.0876 21.9736
25 21.8992 22.7781
26 22.6987 23.5702
27 23.4858 24.3497
28 24.2604 25.1164
29 25.0222 25.8701
30 25.771 26.6107
31 26.5067 27.3379
32 27.2292 28.0517
33 27.9383 28.7519
34 28.6339 29.4384
35 29.316 30.1113
36 29.9846 30.7704
37 30.6395 31.4158
38 31.2808 32.0474
39 31.9085 32.6653
40 32.5227 33.2695
41 33.1233 33.86
42 33.7104 34.4369
43 34.2841 35.0003
44 34.8444 35.5503
45 35.3915 36.087
46 35.9256 36.6105
47 36.4466 37.1209
48 36.9547 37.6185
49 37.4502 38.1033
50 37.9331 38.5755
51 38.4035 39.0353
52 38.8618 39.4829
53 39.308 39.9184
54 39.7424 40.3421
55 40.165 40.7541
56 40.5762 41.1546
57 40.9761 41.5439
58 41.3649 41.9222
59 41.7429 42.2896
60 42.1102 42.6465
61 42.467 42.9929
62 42.8136 43.3292
63 43.1502 43.6555
64 43.4769 43.9721
65 43.7941 44.2791
66 44.1018 44.5769
67 44.4004 44.8656
68 44.6901 45.1455
69 44.971 45.4167
70 45.2434 45.6795
71 45.5074 45.9341
72 45.7634 46.1807
73 46.0114 46.4195
74 46.2518 46.6507
75 46.4846 46.8746
76 46.7101 47.0912
77 46.9285 47.3009
78 47.14 47.5038
79 47.3448 47.7001
80 47.5431 47.89
81 47.7349 48.0737
82 47.9206 48.2513
83 48.1003 48.4231
84 48.2742 48.5891
85 48.4424 48.7497
86 48.6051 48.9049
87 48.7625 49.0549
88 48.9147 49.1998
89 49.0619 49.3399
90 49.2042 49.4752
91 49.3418 49.606
92 49.4748 49.7323
93 49.6033 49.8543
94 49.7276 49.9722
95 49.8477 50.086
96 49.9638 50.1959
97 50.076 50.302
98 50.1843 50.4045
99 50.2891 50.5034
100 50.3902 50.5989
101 50.4879 50.6911
102 50.5823 50.7801
103 50.6735 50.866
104 50.7616 50.9489
105 50.8467 51.0289
106 50.9288 51.1062
107 51.0081 51.1807
108 51.0847 51.2526
109 51.1587 51.3219
110 51.2301 51.3889
111 51.299 51.4535
112 51.3656 51.5158
113 51.4299 51.5759
114 51.4919 51.6338
115 51.5518 51.6898
116 51.6096 51.7437
117 51.6654 51.7957
118 51.7192 51.8459
119 51.7712 51.8943
120 51.8213 51.941
121 51.8697 51.986
122 51.9165 52.0294
123 51.9615 52.0713
124 52.005 52.1117
125 52.047 52.1506
126 52.0875 52.1881
127 52.1266 52.2243
128 52.1643 52.2592
129 52.2007 52.2929
130 52.2358 52.3253
131 52.2697 52.3566
132 52.3024 52.3867
133 52.3339 52.4158
134 52.3644 52.4438
135 52.3937 52.4709
136 52.422 52.4969
137 52.4493 52.522
138 52.4757 52.5462
139 52.5011 52.5696
140 52.5256 52.5921
141 52.5493 52.6137
142 52.5721 52.6346
143 52.5941 52.6548
144 52.6153 52.6742
145 52.6358 52.6929
146 52.6555 52.711
147 52.6746 52.7284
148 52.6929 52.7451
149 52.7107 52.7613
150 52.7277 52.7768
151 52.7442 52.7919
152 52.7601 52.8063
153 52.7755 52.8203
154 52.7902 52.8337
155 52.8045 52.8466
156 52.8183 52.8591
157 52.8315 52.8711
158 52.8443 52.8827
159 52.8567 52.8939
160 52.8686 52.9047
161 52.88 52.9151
162 52.8911 52.9251
163 52.9018 52.9347
164 52.9121 52.944
165 52.922 52.9529
166 52.9316 52.9615
167 52.9408 52.9699
168 52.9497 52.9779
169 52.9583 52.9856
170 52.9666 52.993
171 52.9745 53.0002
172 52.9822 53.0071
173 52.9897 53.0138
174 52.9968 53.0202
175 53.0037 53.0264
176 53.0104 53.0323
177 53.0168 53.038
178 53.023 53.0436
179 53.029 53.0489
180 53.0347 53.054
181 53.0403 53.059
182 53.0456 53.0638
183 53.0508 53.0684
184 53.0558 53.0728
185 53.0606 53.0771
186 53.0652 53.0812
187 53.0697 53.0851
188 53.074 53.0889
189 53.0781 53.0926
190 53.0821 53.0962
191 53.086 53.0996
192 53.0897 53.1029
193 53.0933 53.106
194 53.0967 53.1091
195 53.1001 53.1121
196 53.1033 53.1149
197 53.1064 53.1176
198 53.1094 53.1203
199 53.1122 53.1228
200 53.115 53.1252
201 53.1177 53.1276
202 53.1203 53.1299
203 53.1228 53.1321
204 53.1252 53.1342
205 53.1275 53.1362
206 53.1297 53.1382
207 53.1319 53.14
208 53.134 53.1419
209 53.136 53.1436
210 53.1379 53.1453
211 53.1398 53.1469
212 53.1416 53.1485
213 53.1433 53.15
214 53.145 53.1515
215 53.1466 53.1529
216 53.1481 53.1542
217 53.1496 53.1555
218 53.1511 53.1568
219 53.1525 53.158
220 53.1538 53.1591
221 53.1551 53.1603
222 53.1563 53.1613
223 53.1575 53.1624
224 53.1587 53.1634
225 53.1598 53.1644
226 53.1609 53.1653
227 53.1619 53.1662
228 53.1629 53.1671
229 53.1639 53.1679
230 53.1648 53.1687
231 53.1657 53.1695
232 53.1666 53.1702
233 53.1674 53.1709
234 53.1682 53.1716
235 53.169 53.1723
236 53.1698 53.1729
237 53.1705 53.1735
238 53.1712 53.1741
239 53.1718 53.1747
240 53.1725 53.1753
241 53.1731 53.1758
242 53.1737 53.1763
243 53.1743 53.1768
244 53.1749 53.1773
245 53.1754 53.1778
246 53.1759 53.1782
247 53.1764 53.1786
248 53.1769 53.179
249 53.1774 53.1794
250 53.1778 53.1798
251 53.1782 53.1802
252 53.1787 53.1805
253 53.1791 53.1809
254 53.1795 53.1812
255 53.1798 53.1815
256 53.1802 53.1818
257 53.1805 53.1821
258 53.1809 53.1824
259 53.1812 53.1827
260 53.1815 53.1829
261 53.1818 53.1832
262 53.1821 53.1834
263 53.1824 53.1837
264 53.1827 53.1839
265 53.1829 53.1841
266 53.1832 53.1843
267 53.1834 53.1845
268 53.1836 53.1847
269 53.1839 53.1849
270 53.1841 53.1851
271 53.1843 53.1853
272 53.1845 53.1855
273 53.1847 53.1856
274 53.1849 53.1858
275 53.1851 53.1859
276 53.1852 53.1861
277 53.1854 53.1862
278 53.1856 53.1863
279 53.1857 53.1865
280 53.1859 53.1866
281 53.186 53.1867
282 53.1861 53.1868
283 53.1863 53.1869
284 53.1864 53.1871
285 53.1865 53.1872
286 53.1867 53.1873
287 53.1868 53.1874
288 53.1869 53.1875
289 53.187 53.1875
290 53.1871 53.1876
291 53.1872 53.1877
292 53.1873 53.1878
293 53.1874 53.1879
294 53.1875 53.1879
295 53.1876 53.188
296 53.1877 53.1881
297 53.1877 53.1882
298 53.1878 53.1882
299 53.1879 53.1883
300 53.188 53.1883
301 53.188 53.1884
302 53.1881 53.1884
303 53.1882 53.1885
304 53.1882 53.1886
305 53.1883 53.1886
306 53.1883 53.1887
307 53.1884 53.1887
308 53.1885 53.1887
309 53.1885 53.1888
310 53.1886 53.1888
311 53.1886 53.1889
312 53.1887 53.1889
313 53.1887 53.1889
314 53.1887 53.189
315 53.1888 53.189
316 53.1888 53.189
317 53.1889 53.1891
318 53.1889 53.1891
319 53.1889 53.1891
320 53.189 53.1892
321 53.189 53.1892
322 53.189 53.1892
323 53.1891 53.1892
324 53.1891 53.1893
325 53.1891 53.1893
326 53.1892 53.1893
327 53.1892 53.1893
328 53.1892 53.1894
329 53.1892 53.1894
330 53.1893 53.1894
331 53.1893 53.1894
332 53.1893 53.1894
333 53.1893 53.1894
334 53.1893 53.1895
335 53.1894 53.1895
336 53.1894 53.1895
337 53.1894 53.1895
338 53.1894 53.1895
339 53.1894 53.1895
340 53.1895 53.1896
341 53.1895 53.1896
342 53.1895 53.1896
343 53.1895 53.1896
344 53.1895 53.1896
345 53.1895 53.1896
346 53.1895 53.1896
347 53.1896 53.1896
348 53.1896 53.1896
349 53.1896 53.1897
350 53.1896 53.1897
351 53.1896 53.1897
352 53.1896 53.1897
353 53.1896 53.1897
354 53.1896 53.1897
355 53.1896 53.1897
356 53.1897 53.1897
357 53.1897 53.1897
358 53.1897 53.1897
359 53.1897 53.1897
360 53.1897 53.1897
361 53.1897 53.1897
362 53.1897 53.1898
363 53.1897 53.1898
364 53.1897 53.1898
365 53.1897 53.1898
366 53.1897 53.1898
367 53.1897 53.1898
368 53.1897 53.1898
369 53.1898 53.1898
370 53.1898 53.1898
371 53.1898 53.1898
372 53.1898 53.1898
373 53.1898 53.1898
374 53.1898 53.1898
375 53.1898 53.1898
376 53.1898 53.1898
377 53.1898 53.1898
378 53.1898 53.1898
379 53.1898 53.1898
380 53.1898 53.1898
381 53.1898 53.1898
382 53.1898 53.1898
383 53.1898 53.1898
384 53.1898 53.1898
385 53.1898 53.1898
386 53.1898 53.1898
387 53.1898 53.1898
388 53.1898 53.1899
389 53.1898 53.1899
390 53.1898 53.1899
391 53.1898 53.1899
392 53.1898 53.1899
393 53.1898 53.1899
394 53.1898 53.1899
395 53.1899 53.1899
396 53.1899 53.1899
397 53.1899 53.1899
398 53.1899 53.1899
399 53.1899 53.1899
400 53.1899 53.1899
401 53.1899 53.1899
402 53.1899 53.1899
403 53.1899 53.1899
404 53.1899 53.1899
405 53.1899 53.1899
406 53.1899 53.1899
407 53.1899 53.1899
408 53.1899 53.1899
409 53.1899 53.1899
410 53.1899 53.1899
411 53.1899 53.1899
412 53.1899 53.1899
413 53.1899 53.1899
414 53.1899 53.1899
415 53.1899 53.1899
416 53.1899 53.1899
417 53.1899 53.1899
418 53.1899 53.1899
419 53.1899 53.1899
420 53.1899 53.1899
421 53.1899 53.1899
422 53.1899 53.1899
423 53.1899 53.1899
424 53.1899 53.1899
425 53.1899 53.1899
426 53.1899 53.1899
427 53.1899 53.1899
428 53.1899 53.1899
429 53.1899 53.1899
430 53.1899 53.1899
431 53.1899 53.1899
432 53.1899 53.1899
433 53.1899 53.1899
434 53.1899 53.1899
435 53.1899 53.1899
436 53.1899 53.1899
437 53.1899 53.1899
438 53.1899 53.1899
439 53.1899 53.1899
440 53.1899 53.1899
441 53.1899 53.1899
442 53.1899 53.1899
443 53.1899 53.1899
444 53.1899 53.1899
445 53.1899 53.1899
446 53.1899 53.1899
447 53.1899 53.1899
448 53.1899 53.1899
449 53.1899 53.1899
450 53.1899 53.1899
451 53.1899 53.1899
452 53.1899 53.1899
453 53.1899 53.1899
454 53.1899 53.1899
455 53.1899 53.1899
456 53.1899 53.1899
457 53.1899 53.1899
458 53.1899 53.1899
459 53.1899 53.1899
460 53.1899 53.1899
461 53.1899 53.1899
462 53.1899 53.1899
463 53.1899 53.1899
464 53.1899 53.1899
465 53.1899 53.1899
466 53.1899 53.1899
467 53.1899 53.1899
468 53.1899 53.1899
469 53.1899 53.1899
470 53.1899 53.1899
471 53.1899 53.1899
472 53.1899 53.1899
473 53.1899 53.1899
474 53.1899 53.1899
475 53.1899 53.1899
476 53.1899 53.1899
477 53.1899 53.1899
478 53.1899 53.1899
479 53.1899 53.1899
480 53.1899 53.1899
481 53.1899 53.1899
482 53.1899 53.1899
483 53.1899 53.1899
484 53.1899 53.1899
485 53.1899 53.1899
486 53.1899 53.1899
487 53.1899 53.1899
488 53.1899 53.1899
489 53.1899 53.1899
490 53.1899 53.1899
491 53.1899 53.1899
492 53.1899 53.1899
493 53.1899 53.1899
494 53.1899 53.1899
495 53.1899 53.1899
496 53.1899 53.1899
497 53.1899 53.1899
498 53.1899 53.1899
499 53.1899 53.1899
500 53.1899 53.1899
501 53.1899 53.1899
502 53.1899 53.1899
503 53.1899 53.1899
504 53.1899 53.1899
505 53.1899 53.1899
506 53.1899 53.1899
507 53.1899 53.1899
508 53.1899 53.1899
509 53.1899 53.1899
510 53.1899 53.1899
511 53.1899 53.1899
512 53.1899 53.1899
513 53.1899 53.1899
514 53.1899 53.1899
515 53.1899 53.1899
516 53.1899 53.1899
517 53.1899 53.1899
518 53.1899 53.1899
519 53.1899 53.1899
520 53.1899 53.1899
521 53.1899 53.1899
522 53.1899 53.1899
523 53.1899 53.1899
524 53.1899 53.1899
525 53.1899 53.1899
526 53.1899 53.1899
527 53.1899 53.1899
528 53.1899 53.1899
529 53.1899 53.1899
530 53.1899 53.1899
531 53.1899 53.1899
532 53.1899 53.1899
